region,FBI_cnt,sv_group_cnt,sample_cnt,SRR3760937,SRR3760940,SRR3825071,SRR3987259,SRR5114912,SRR5115059,SRR3760936,SRR3760945,SRR3760946,SRR3760949,SRR3760954,SRR3760957,SRR3760960,SRR3760962,SRR3760965,SRR3760970,SRR3760973,SRR3760975,SRR3760978,SRR3760985,SRR3760987,SRR3760995,SRR3760996,SRR3760997,SRR3761001,SRR3761002,SRR3761005,SRR3761011,SRR3761013,SRR3761015,SRR3761020,SRR3761024,SRR3761025,SRR3761026,SRR3761030,SRR3761033,SRR3761035,SRR3825048,SRR3825050,SRR3825053,SRR3825058,SRR3825060,SRR3825064,SRR3825068,SRR3825076,SRR3825079,SRR3825081,SRR3825083,SRR3825086,SRR3825088,SRR3825093,SRR3825094,SRR3825096,SRR3825098,SRR3825100,SRR3825106,SRR3825108,SRR3825112,SRR3825121,SRR3825123,SRR3825125,SRR3825132,SRR3825137,SRR3825141,SRR3825142,SRR3825143,SRR3825145,SRR3825147,SRR3928800,SRR3928803,SRR3928804,SRR3928807,SRR3928810,SRR3928822,SRR3928827,SRR3928830,SRR3928831,SRR3928834,SRR3928841,SRR3928842,SRR3928843,SRR3928849,SRR3928850,SRR3928851,SRR3928856,SRR3928859,SRR3928863,SRR3928866,SRR3928871,SRR3928872,SRR3928873,SRR3928875,SRR3928878,SRR3928879,SRR3928888,SRR3928889,SRR3928890,SRR3928891,SRR3928892,SRR3928894,SRR3928897,SRR3931724,SRR3931735,SRR3931736,SRR3931747,SRR3931752,SRR3931763,SRR3931771,SRR3931775,SRR3931776,SRR3931781,SRR3931782,SRR3931787,SRR3931791,SRR3931792,SRR3931811,SRR3931812,SRR3931816,SRR3931817,SRR3931827,SRR3931829,SRR3931830,SRR3931833,SRR3931835,SRR3931840,SRR3931846,SRR3931851,SRR3931856,SRR3931857,SRR3931859,SRR3931877,SRR3931880,SRR3945280,SRR3945282,SRR3945287,SRR3945294,SRR3945296,SRR3945299,SRR3945301,SRR3945303,SRR3945309,SRR3945312,SRR3945315,SRR3945316,SRR3945317,SRR3945319,SRR3945326,SRR3945327,SRR3945332,SRR3945336,SRR3945341,SRR3945343,SRR3945349,SRR3945352,SRR3945469,SRR3945470,SRR3945476,SRR3945477,SRR3945479,SRR3945484,SRR3945487,SRR3945488,SRR3945489,SRR3945491,SRR3945494,SRR3949322,SRR3949329,SRR3949330,SRR3949332,SRR3949333,SRR3949343,SRR3949346,SRR3949347,SRR3949358,SRR3949367,SRR3949371,SRR3949377,SRR3949380,SRR3949381,SRR3949384,SRR3949387,SRR3949391,SRR3949394,SRR3949401,SRR3949402,SRR3949403,SRR3949404,SRR3949410,SRR3949414,SRR3949422,SRR3949424,SRR3949431,SRR3953716,SRR3953729,SRR3953732,SRR3953737,SRR3953739,SRR3953744,SRR3953746,SRR3953748,SRR3953751,SRR3953754,SRR3953757,SRR3953759,SRR3953761,SRR3953765,SRR3953768,SRR3953774,SRR3953783,SRR3953785,SRR3953792,SRR3953798,SRR3953805,SRR3953809,SRR3953811,SRR3953813,SRR3953814,SRR3953820,SRR3953826,SRR3953827,SRR3953829,SRR3953836,SRR3953840,SRR3953841,SRR3953843,SRR3953844,SRR3953847,SRR3953849,SRR3987226,SRR3987230,SRR3987234,SRR3987237,SRR3987238,SRR3987242,SRR3987244,SRR3987250,SRR3987251,SRR3987253,SRR3987258,SRR3987264,SRR3987270,SRR3987273,SRR3987276,SRR3987277,SRR3987280,SRR3987315,SRR3987316,SRR3987322,SRR3987324,SRR3987341,SRR3987345,SRR3987346,SRR3987349,SRR3987351,SRR3987357,SRR3987362,SRR3987363,SRR3987367,SRR3987369,SRR3989816,SRR3989819,SRR3989822,SRR3989823,SRR3989824,SRR3989826,SRR3989830,SRR3989831,SRR3989836,SRR3989839,SRR3989840,SRR3989845,SRR3989847,SRR3989850,SRR3989856,SRR3989860,SRR3989862,SRR3989863,SRR3989866,SRR3989869,SRR3989873,SRR3989877,SRR3989879,SRR3989881,SRR3989882,SRR3989888,SRR3989892,SRR3989893,SRR3989895,SRR3989897,SRR3989901,SRR3989905,SRR3989907,SRR4017544,SRR5114918,SRR5114921,SRR5114924,SRR5114927,SRR5114936,SRR5114948,SRR5114954,SRR5114957,SRR5114960,SRR5114963,SRR5114966,SRR5114969,SRR5114975,SRR5114978,SRR5114981,SRR5114984,SRR5114987,SRR5114990,SRR5114993,SRR5114996,SRR5114999,SRR5115002,SRR5115005,SRR5115008,SRR5115011,SRR5115017,SRR5115023,SRR5115026,SRR5115029,SRR5115032,SRR5115035,SRR5115041,SRR5115044,SRR5115047,SRR5115050,SRR5115053,SRR5115056
chr7:72000001-73000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3761025_45_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr7:74000001-75000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989823_58_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr7:75000001-76000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3931816_55_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr7:76000001-77000000,31,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3825076_69_sv.txt,,,,,,,,SRR3825096_4_sv.txt,,,,,,,SRR3825123_3_sv.txt,,,,,,,,,,,,,,,,,SRR3928831_5_sv.txt,,,,,,,,,,,,,,,,,SRR3928879_63_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,SRR3931816_55_sv.txt,,,,,,,,,,,,SRR3931859_65_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3949371_60_sv.txt,,,SRR3949381_4_sv.txt,,,,,,,,,SRR3949410_50_sv.txt,SRR3949414_33_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953836_7_sv.txt,,,,,,,,,,,,SRR3987242_62_sv.txt,,,SRR3987251_55_sv.txt,,,,,,,SRR3987277_40_sv.txt,,,,,,,,,,,SRR3987357_57_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989879_26_sv.txt,,SRR3989882_7_sv.txt,,,,SRR3989895_67_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr7:85000001-86000000,53,29,29,,,,,,,,,,,,,,SRR3760962_49_sv.txt,SRR3760965_54_sv.txt,,,,,SRR3760985_62_sv.txt,,,SRR3760996_62_sv.txt,,SRR3761001_60_sv.txt,,,,SRR3761013_53_sv.txt,,SRR3761020_63_sv.txt,,,,,,,,,,SRR3825058_43_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928841_55_sv.txt,,,,,,,,,,,,,,,,,,,,,,SRR3928897_52_sv.txt,,,,,,,,,,SRR3931781_63_sv.txt,,,,,,,,SRR3931817_58_sv.txt,,,,,,,,,,,,,,,,,,SRR3945296_55_sv.txt,,,,,,,,,,,,,,,,,SRR3945352_57_sv.txt,,,,,,,,,,,,,,,,,,,SRR3949347_49_sv.txt,,,,,,,,,,,SRR3949401_58_sv.txt,SRR3949402_62_sv.txt,,,,,,,,,,,,SRR3953739_44_sv.txt,,,,,,,,,,,,,,SRR3953792_58_sv.txt,SRR3953798_58_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3987253_65_sv.txt,,,,SRR3987273_62_sv.txt,,,,,SRR3987316_55_sv.txt,,SRR3987324_52_sv.txt,,,,,,,,,,,,,,,,,,,,,,SRR3989845_56_sv.txt,,,,,,,,,,,,,,,,,,,SRR3989901_52_sv.txt,,SRR3989907_56_sv.txt,,,,,,,,,,,,,,,,,,,,,SRR5114996_36_sv.txt,,,,,,,,,,,,,,SRR5115047_46_sv.txt,,,
chr7:86000001-87000000,9,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3761013_53_sv.txt,,,,,,SRR3761030_60_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3931817_58_sv.txt,,,,,,,,,,,,,,,,,,,,,,,SRR3945312_58_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3949410_51_sv.txt,,,,,,,,,,SRR3953744_33_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr7:91000001-92000000,121,72,72,SRR3760937_41_sv.txt,,,SRR3987259_41_sv.txt,,,SRR3760936_41_sv.txt,,,,,SRR3760957_60_sv.txt,,,,,SRR3760973_50_sv.txt,,,,,,,,,,,,,SRR3761015_71_sv.txt,,,SRR3761025_52_sv.txt,,,,SRR3761035_52_sv.txt,,,,,,SRR3825064_66_sv.txt,,,,,,,,,,,,,,,,SRR3825121_41_sv.txt,,,SRR3825132_36_sv.txt,,,,SRR3825143_48_sv.txt,,,,,,,,,,,,,SRR3928841_45_sv.txt,SRR3928842_42_sv.txt,,,,,,,,SRR3928866_16_sv.txt,,,SRR3928873_55_sv.txt,SRR3928875_51_sv.txt,,,,,,,,,,,,SRR3931736_59_sv.txt,,SRR3931752_16_sv.txt,,,,,,,SRR3931787_63_sv.txt,,SRR3931792_44_sv.txt,,,,SRR3931817_18_sv.txt,,,,,,,SRR3931846_61_sv.txt,,,,SRR3931859_66_sv.txt,,,,,,,,SRR3945299_61_sv.txt,,SRR3945303_68_sv.txt,,,,,,,,,SRR3945332_55_sv.txt,,,SRR3945343_52_sv.txt,SRR3945349_46_sv.txt,,,,,,,SRR3945484_60_sv.txt,,SRR3945488_52_sv.txt,SRR3945489_60_sv.txt,,,,,,,,SRR3949343_45_sv.txt,,,,SRR3949367_65_sv.txt,,,,SRR3949381_45_sv.txt,,SRR3949387_2_sv.txt,,,,SRR3949402_64_sv.txt,,,,,,,SRR3949431_52_sv.txt,,SRR3953729_39_sv.txt,,,,,SRR3953746_54_sv.txt,,,,,,SRR3953761_2_sv.txt,,SRR3953768_1_sv.txt,,,SRR3953785_64_sv.txt,,,SRR3953805_57_sv.txt,SRR3953809_49_sv.txt,,,,SRR3953820_64_sv.txt,,,,SRR3953836_68_sv.txt,,,SRR3953843_56_sv.txt,SRR3953844_17_sv.txt,SRR3953847_52_sv.txt,,SRR3987226_57_sv.txt,SRR3987230_56_sv.txt,,,,SRR3987242_1_sv.txt,,,,,,,,,,SRR3987277_15_sv.txt,SRR3987280_71_sv.txt,,,SRR3987322_40_sv.txt,,SRR3987341_68_sv.txt,,,,,,,SRR3987363_44_sv.txt,,,,,,,SRR3989824_19_sv.txt,SRR3989826_37_sv.txt,,,SRR3989836_34_sv.txt,,SRR3989840_59_sv.txt,,,,,SRR3989860_1_sv.txt,,,,SRR3989869_13_sv.txt,,,SRR3989879_68_sv.txt,,,,,SRR3989893_50_sv.txt,,,,,SRR3989907_57_sv.txt,,,,,,SRR5114936_41_sv.txt,,,,,,,SRR5114969_29_sv.txt,,,SRR5114981_55_sv.txt,,,,,,SRR5114999_57_sv.txt,,,,,,,,,,,,SRR5115044_49_sv.txt,,,,
chr7:93000001-94000000,8,8,8,,,,,,,,,,,,,,,,,,,SRR3760978_20_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3945487_13_sv.txt,,,,,,,,,,,,,,SRR3949367_12_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3987345_13_sv.txt,,,,,,,,,,SRR3989819_35_sv.txt,,,,,,,,,,,,,,,SRR3989862_6_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5115008_11_sv.txt,,,SRR5115023_7_sv.txt,,,,,,,,,,
chr7:100000001-101000000,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3945303_64_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3987362_2_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr7:101000001-102000000,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928849_71_sv.txt,,SRR3928851_42_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3987280_72_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr7:102000001-103000000,84,44,44,,,,,SRR5114912_61_sv.txt,,,,,,,,SRR3760960_52_sv.txt,,SRR3760965_57_sv.txt,SRR3760970_63_sv.txt,,,,,,,SRR3760996_63_sv.txt,,,,,,,,,,,,,SRR3761033_53_sv.txt,,SRR3825048_56_sv.txt,,,,,SRR3825064_67_sv.txt,SRR3825068_59_sv.txt,SRR3825076_70_sv.txt,,,,,,,,,,,SRR3825106_49_sv.txt,,,,,,,,SRR3825141_62_sv.txt,,,,,,,,SRR3928807_68_sv.txt,,SRR3928822_49_sv.txt,,SRR3928830_45_sv.txt,,,,,,,,,,,,,,,,,,,,,,SRR3928891_53_sv.txt,,,,,,,,,,,,,,,,,SRR3931792_45_sv.txt,,,,,,SRR3931829_47_sv.txt,SRR3931830_64_sv.txt,,,SRR3931840_42_sv.txt,,SRR3931851_59_sv.txt,,,,,SRR3931880_69_sv.txt,,SRR3945282_61_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3949330_65_sv.txt,,,,,,,,,,SRR3949380_66_sv.txt,,,,,,,,,,,,SRR3949422_53_sv.txt,SRR3949424_59_sv.txt,,,,SRR3953732_47_sv.txt,,,,,,,SRR3953754_63_sv.txt,,,,,,,SRR3953783_67_sv.txt,,,,SRR3953805_58_sv.txt,,,,,,,,,SRR3953836_69_sv.txt,,,,,,,,SRR3987230_62_sv.txt,,,,,,,SRR3987251_56_sv.txt,,,,,,,,,,,SRR3987322_51_sv.txt,,,,,,,,,SRR3987363_54_sv.txt,SRR3987367_52_sv.txt,,,,SRR3989822_62_sv.txt,,,,,,,,,SRR3989845_63_sv.txt,,,,,,,,,,,,,,,SRR3989892_54_sv.txt,,SRR3989895_68_sv.txt,,,,,,,,SRR5114924_50_sv.txt,,,,,,,,,,,,,SRR5114984_43_sv.txt,,,SRR5114993_38_sv.txt,,,,,,,,,,,,,,,,,,
chr7:104000001-105000000,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3761013_54_sv.txt,,,,,,,,,,,,,,,,,,,,,SRR3825088_54_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953844_59_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr7:105000001-106000000,195,99,99,,SRR3760940_49_sv.txt,,SRR3987259_57_sv.txt,SRR5114912_62_sv.txt,,,SRR3760945_47_sv.txt,,,SRR3760954_60_sv.txt,,,,,,,,,,SRR3760987_53_sv.txt,,,,,,,,SRR3761013_54_sv.txt,,,SRR3761024_47_sv.txt,,,,,,,,,,SRR3825060_46_sv.txt,,,,SRR3825079_45_sv.txt,SRR3825081_47_sv.txt,SRR3825083_60_sv.txt,,,,,,SRR3825098_49_sv.txt,,SRR3825106_50_sv.txt,SRR3825108_60_sv.txt,,,,SRR3825125_39_sv.txt,,SRR3825137_58_sv.txt,,,SRR3825143_56_sv.txt,SRR3825145_46_sv.txt,,,,,,,SRR3928822_50_sv.txt,SRR3928827_66_sv.txt,SRR3928830_46_sv.txt,,,,,,,SRR3928850_50_sv.txt,,SRR3928856_61_sv.txt,,,SRR3928866_55_sv.txt,,SRR3928872_54_sv.txt,,,,,SRR3928888_59_sv.txt,,,SRR3928891_49_sv.txt,SRR3928892_22_sv.txt,SRR3928894_51_sv.txt,,,SRR3931735_56_sv.txt,,,,,SRR3931771_59_sv.txt,,,SRR3931781_64_sv.txt,,,,,,,,,,,,,,,SRR3931846_59_sv.txt,SRR3931851_60_sv.txt,,,,SRR3931877_62_sv.txt,,,SRR3945282_56_sv.txt,,,,,,,,,SRR3945315_56_sv.txt,,,SRR3945319_58_sv.txt,SRR3945326_65_sv.txt,,,SRR3945336_67_sv.txt,SRR3945341_52_sv.txt,SRR3945343_61_sv.txt,,SRR3945352_58_sv.txt,,SRR3945470_58_sv.txt,,,SRR3945479_55_sv.txt,,,,,,,,SRR3949329_53_sv.txt,,SRR3949332_51_sv.txt,SRR3949333_49_sv.txt,,,SRR3949347_55_sv.txt,SRR3949358_57_sv.txt,,,,SRR3949380_67_sv.txt,SRR3949381_52_sv.txt,SRR3949384_60_sv.txt,,,,,,,,,,SRR3949422_54_sv.txt,SRR3949424_49_sv.txt,,SRR3953716_46_sv.txt,,SRR3953732_46_sv.txt,,SRR3953739_45_sv.txt,,SRR3953746_55_sv.txt,SRR3953748_53_sv.txt,SRR3953751_44_sv.txt,SRR3953754_56_sv.txt,,,,,SRR3953768_68_sv.txt,SRR3953774_60_sv.txt,,SRR3953785_65_sv.txt,SRR3953792_59_sv.txt,,,SRR3953809_57_sv.txt,SRR3953811_66_sv.txt,,,SRR3953820_58_sv.txt,,,,,,SRR3953841_62_sv.txt,,,,,,,SRR3987234_51_sv.txt,,SRR3987238_66_sv.txt,,,SRR3987250_62_sv.txt,,,,SRR3987264_63_sv.txt,,,SRR3987276_58_sv.txt,SRR3987277_59_sv.txt,,,,,,SRR3987341_69_sv.txt,,SRR3987346_60_sv.txt,,,,,,,,SRR3989816_52_sv.txt,,,,,SRR3989826_48_sv.txt,,,,SRR3989839_55_sv.txt,,,,SRR3989850_53_sv.txt,SRR3989856_44_sv.txt,SRR3989860_71_sv.txt,,,,,,,SRR3989879_64_sv.txt,,SRR3989882_61_sv.txt,SRR3989888_59_sv.txt,SRR3989892_55_sv.txt,,,,,,SRR3989907_58_sv.txt,,,SRR5114921_45_sv.txt,SRR5114924_51_sv.txt,,,,,,,SRR5114963_39_sv.txt,,,,SRR5114978_46_sv.txt,,,,,SRR5114993_39_sv.txt,,,,,SRR5115008_50_sv.txt,,,SRR5115023_50_sv.txt,,SRR5115029_36_sv.txt,SRR5115032_40_sv.txt,,,,,,,
chr7:109000001-110000000,9,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928872_59_sv.txt,,,,,,SRR3928889_39_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3949401_60_sv.txt,,,,,,,,,,,SRR3953732_48_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3987362_53_sv.txt,,,,,,,SRR3989823_50_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5114963_37_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr7:111000001-112000000,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989840_20_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr7:117000001-118000000,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3945470_60_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5114987_51_sv.txt,,,,,,,,,,,,,,,,,,,,
chr7:118000001-119000000,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953774_61_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5115053_65_sv.txt,
chr7:121000001-122000000,27,24,24,,,,,,,,,,,,,,,,,SRR3760973_62_sv.txt,,,,SRR3760987_56_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3825086_59_sv.txt,,,,SRR3825096_52_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928849_72_sv.txt,,,,,,,SRR3928871_47_sv.txt,,,,,,SRR3928888_68_sv.txt,,SRR3928890_47_sv.txt,,,SRR3928894_52_sv.txt,,,,,,,,SRR3931771_60_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3949329_54_sv.txt,,SRR3949332_53_sv.txt,,,,,,SRR3949367_66_sv.txt,,,SRR3949380_68_sv.txt,,,,,,,SRR3949402_65_sv.txt,,,,,,,,,,,,,SRR3953744_53_sv.txt,,,,,,,,,,,SRR3953783_68_sv.txt,,,,,SRR3953809_61_sv.txt,,,,,,,,,,,,SRR3953844_60_sv.txt,,,,,,,,,,,,,,,,,,,,,,,SRR3987324_54_sv.txt,,,,,,,SRR3987362_54_sv.txt,,,SRR3987369_58_sv.txt,,,,,,SRR3989826_51_sv.txt,,,,,,,,,,,,,,,,,,,,SRR3989888_60_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr7:122000001-123000000,19,18,18,,,,,,,,,,,,,,,,,,,,,SRR3760987_56_sv.txt,,,SRR3760997_28_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,SRR3825086_59_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928859_53_sv.txt,,,SRR3928871_47_sv.txt,,,,,,SRR3928888_68_sv.txt,,SRR3928890_47_sv.txt,,,SRR3928894_52_sv.txt,,,,,,,,SRR3931771_60_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3949329_54_sv.txt,,SRR3949332_53_sv.txt,,,,,,SRR3949367_66_sv.txt,,,SRR3949380_68_sv.txt,,,,,,,SRR3949402_65_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953809_61_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3987324_54_sv.txt,,,,,,,,,,SRR3987369_58_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989888_60_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
