region,FBI_cnt,sv_group_cnt,sample_cnt,SRR3760937,SRR3760940,SRR3825071,SRR3987259,SRR5114912,SRR5115059,SRR3760936,SRR3760945,SRR3760946,SRR3760949,SRR3760954,SRR3760957,SRR3760960,SRR3760962,SRR3760965,SRR3760970,SRR3760973,SRR3760975,SRR3760978,SRR3760985,SRR3760987,SRR3760995,SRR3760996,SRR3760997,SRR3761001,SRR3761002,SRR3761005,SRR3761011,SRR3761013,SRR3761015,SRR3761020,SRR3761024,SRR3761025,SRR3761026,SRR3761030,SRR3761033,SRR3761035,SRR3825048,SRR3825050,SRR3825053,SRR3825058,SRR3825060,SRR3825064,SRR3825068,SRR3825076,SRR3825079,SRR3825081,SRR3825083,SRR3825086,SRR3825088,SRR3825093,SRR3825094,SRR3825096,SRR3825098,SRR3825100,SRR3825106,SRR3825108,SRR3825112,SRR3825121,SRR3825123,SRR3825125,SRR3825132,SRR3825137,SRR3825141,SRR3825142,SRR3825143,SRR3825145,SRR3825147,SRR3928800,SRR3928803,SRR3928804,SRR3928807,SRR3928810,SRR3928822,SRR3928827,SRR3928830,SRR3928831,SRR3928834,SRR3928841,SRR3928842,SRR3928843,SRR3928849,SRR3928850,SRR3928851,SRR3928856,SRR3928859,SRR3928863,SRR3928866,SRR3928871,SRR3928872,SRR3928873,SRR3928875,SRR3928878,SRR3928879,SRR3928888,SRR3928889,SRR3928890,SRR3928891,SRR3928892,SRR3928894,SRR3928897,SRR3931724,SRR3931735,SRR3931736,SRR3931747,SRR3931752,SRR3931763,SRR3931771,SRR3931775,SRR3931776,SRR3931781,SRR3931782,SRR3931787,SRR3931791,SRR3931792,SRR3931811,SRR3931812,SRR3931816,SRR3931817,SRR3931827,SRR3931829,SRR3931830,SRR3931833,SRR3931835,SRR3931840,SRR3931846,SRR3931851,SRR3931856,SRR3931857,SRR3931859,SRR3931877,SRR3931880,SRR3945280,SRR3945282,SRR3945287,SRR3945294,SRR3945296,SRR3945299,SRR3945301,SRR3945303,SRR3945309,SRR3945312,SRR3945315,SRR3945316,SRR3945317,SRR3945319,SRR3945326,SRR3945327,SRR3945332,SRR3945336,SRR3945341,SRR3945343,SRR3945349,SRR3945352,SRR3945469,SRR3945470,SRR3945476,SRR3945477,SRR3945479,SRR3945484,SRR3945487,SRR3945488,SRR3945489,SRR3945491,SRR3945494,SRR3949322,SRR3949329,SRR3949330,SRR3949332,SRR3949333,SRR3949343,SRR3949346,SRR3949347,SRR3949358,SRR3949367,SRR3949371,SRR3949377,SRR3949380,SRR3949381,SRR3949384,SRR3949387,SRR3949391,SRR3949394,SRR3949401,SRR3949402,SRR3949403,SRR3949404,SRR3949410,SRR3949414,SRR3949422,SRR3949424,SRR3949431,SRR3953716,SRR3953729,SRR3953732,SRR3953737,SRR3953739,SRR3953744,SRR3953746,SRR3953748,SRR3953751,SRR3953754,SRR3953757,SRR3953759,SRR3953761,SRR3953765,SRR3953768,SRR3953774,SRR3953783,SRR3953785,SRR3953792,SRR3953798,SRR3953805,SRR3953809,SRR3953811,SRR3953813,SRR3953814,SRR3953820,SRR3953826,SRR3953827,SRR3953829,SRR3953836,SRR3953840,SRR3953841,SRR3953843,SRR3953844,SRR3953847,SRR3953849,SRR3987226,SRR3987230,SRR3987234,SRR3987237,SRR3987238,SRR3987242,SRR3987244,SRR3987250,SRR3987251,SRR3987253,SRR3987258,SRR3987264,SRR3987270,SRR3987273,SRR3987276,SRR3987277,SRR3987280,SRR3987315,SRR3987316,SRR3987322,SRR3987324,SRR3987341,SRR3987345,SRR3987346,SRR3987349,SRR3987351,SRR3987357,SRR3987362,SRR3987363,SRR3987367,SRR3987369,SRR3989816,SRR3989819,SRR3989822,SRR3989823,SRR3989824,SRR3989826,SRR3989830,SRR3989831,SRR3989836,SRR3989839,SRR3989840,SRR3989845,SRR3989847,SRR3989850,SRR3989856,SRR3989860,SRR3989862,SRR3989863,SRR3989866,SRR3989869,SRR3989873,SRR3989877,SRR3989879,SRR3989881,SRR3989882,SRR3989888,SRR3989892,SRR3989893,SRR3989895,SRR3989897,SRR3989901,SRR3989905,SRR3989907,SRR4017544,SRR5114918,SRR5114921,SRR5114924,SRR5114927,SRR5114936,SRR5114948,SRR5114954,SRR5114957,SRR5114960,SRR5114963,SRR5114966,SRR5114969,SRR5114975,SRR5114978,SRR5114981,SRR5114984,SRR5114987,SRR5114990,SRR5114993,SRR5114996,SRR5114999,SRR5115002,SRR5115005,SRR5115008,SRR5115011,SRR5115017,SRR5115023,SRR5115026,SRR5115029,SRR5115032,SRR5115035,SRR5115041,SRR5115044,SRR5115047,SRR5115050,SRR5115053,SRR5115056
chr7:52000001-53000000,10,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3761025_50_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928873_65_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3987250_44_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989830_59_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5115026_39_sv.txt,,,,,,,,,
chr7:53000001-54000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5114918_41_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr7:55000001-56000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3945349_55_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr7:56000001-57000000,15,7,7,,,,,,,,,,,,,,,,,,,,SRR3760985_51_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928872_58_sv.txt,,,,,,,,,,,,,,SRR3931736_56_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3987276_56_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5114960_38_sv.txt,,,SRR5114969_31_sv.txt,,,,,,,,,,,,,,,,,,,SRR5115035_40_sv.txt,,,,,,
chr7:62000001-63000000,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928888_19_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3945309_60_sv.txt,,,,,SRR3945319_12_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5115056_8_sv.txt
chr7:65000001-66000000,2,1,1,,,,,,,,,SRR3760946_68_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr7:66000001-67000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953729_29_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr7:69000001-70000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3945484_59_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr7:70000001-71000000,535,268,268,SRR3760937_40_sv.txt,SRR3760940_37_sv.txt,SRR3825071_36_sv.txt,SRR3987259_56_sv.txt,SRR5114912_60_sv.txt,SRR5115059_50_sv.txt,SRR3760936_49_sv.txt,SRR3760945_46_sv.txt,SRR3760946_53_sv.txt,SRR3760949_47_sv.txt,SRR3760954_43_sv.txt,SRR3760957_59_sv.txt,,SRR3760962_48_sv.txt,SRR3760965_56_sv.txt,SRR3760970_62_sv.txt,,SRR3760975_51_sv.txt,,SRR3760985_61_sv.txt,,SRR3760995_48_sv.txt,SRR3760996_61_sv.txt,SRR3760997_51_sv.txt,SRR3761001_59_sv.txt,SRR3761002_46_sv.txt,SRR3761005_60_sv.txt,SRR3761011_62_sv.txt,,SRR3761015_41_sv.txt,SRR3761020_62_sv.txt,SRR3761024_50_sv.txt,SRR3761025_51_sv.txt,SRR3761026_60_sv.txt,SRR3761030_61_sv.txt,SRR3761033_52_sv.txt,SRR3761035_51_sv.txt,SRR3825048_55_sv.txt,,SRR3825053_32_sv.txt,SRR3825058_63_sv.txt,SRR3825060_58_sv.txt,SRR3825064_65_sv.txt,,SRR3825076_68_sv.txt,SRR3825079_44_sv.txt,,SRR3825083_59_sv.txt,SRR3825086_58_sv.txt,SRR3825088_57_sv.txt,SRR3825093_30_sv.txt,SRR3825094_59_sv.txt,,SRR3825098_52_sv.txt,SRR3825100_62_sv.txt,SRR3825106_48_sv.txt,SRR3825108_59_sv.txt,,SRR3825121_51_sv.txt,SRR3825123_37_sv.txt,SRR3825125_38_sv.txt,SRR3825132_48_sv.txt,,SRR3825141_61_sv.txt,,,SRR3825145_52_sv.txt,SRR3825147_53_sv.txt,SRR3928800_42_sv.txt,SRR3928803_48_sv.txt,SRR3928804_54_sv.txt,SRR3928807_67_sv.txt,SRR3928810_50_sv.txt,SRR3928822_48_sv.txt,SRR3928827_50_sv.txt,,SRR3928831_71_sv.txt,,,,SRR3928843_60_sv.txt,SRR3928849_70_sv.txt,,SRR3928851_41_sv.txt,SRR3928856_12_sv.txt,SRR3928859_44_sv.txt,SRR3928863_51_sv.txt,,SRR3928871_46_sv.txt,,SRR3928873_7_sv.txt,SRR3928875_50_sv.txt,,SRR3928879_62_sv.txt,SRR3928888_67_sv.txt,SRR3928889_41_sv.txt,SRR3928890_46_sv.txt,SRR3928891_52_sv.txt,SRR3928892_71_sv.txt,SRR3928894_50_sv.txt,,SRR3931724_57_sv.txt,SRR3931735_55_sv.txt,SRR3931736_58_sv.txt,SRR3931747_47_sv.txt,SRR3931752_65_sv.txt,,SRR3931771_58_sv.txt,SRR3931775_61_sv.txt,SRR3931776_59_sv.txt,SRR3931781_62_sv.txt,SRR3931782_58_sv.txt,SRR3931787_62_sv.txt,,SRR3931792_43_sv.txt,SRR3931811_59_sv.txt,SRR3931812_52_sv.txt,SRR3931816_54_sv.txt,SRR3931817_42_sv.txt,SRR3931827_49_sv.txt,,SRR3931830_63_sv.txt,SRR3931833_49_sv.txt,SRR3931835_38_sv.txt,SRR3931840_41_sv.txt,SRR3931846_60_sv.txt,SRR3931851_45_sv.txt,SRR3931856_68_sv.txt,SRR3931857_45_sv.txt,SRR3931859_64_sv.txt,SRR3931877_61_sv.txt,SRR3931880_68_sv.txt,SRR3945280_54_sv.txt,SRR3945282_60_sv.txt,,SRR3945294_49_sv.txt,SRR3945296_58_sv.txt,,SRR3945301_70_sv.txt,,SRR3945309_61_sv.txt,SRR3945312_57_sv.txt,,SRR3945316_61_sv.txt,SRR3945317_55_sv.txt,SRR3945319_57_sv.txt,SRR3945326_64_sv.txt,SRR3945327_50_sv.txt,SRR3945332_68_sv.txt,SRR3945336_66_sv.txt,SRR3945341_51_sv.txt,SRR3945343_60_sv.txt,SRR3945349_56_sv.txt,SRR3945352_46_sv.txt,SRR3945469_61_sv.txt,SRR3945470_62_sv.txt,SRR3945476_51_sv.txt,SRR3945477_45_sv.txt,SRR3945479_54_sv.txt,,SRR3945487_60_sv.txt,SRR3945488_51_sv.txt,SRR3945489_59_sv.txt,,SRR3945494_38_sv.txt,,SRR3949329_52_sv.txt,SRR3949330_64_sv.txt,SRR3949332_40_sv.txt,SRR3949333_48_sv.txt,SRR3949343_56_sv.txt,SRR3949346_61_sv.txt,SRR3949347_54_sv.txt,SRR3949358_56_sv.txt,SRR3949367_64_sv.txt,SRR3949371_61_sv.txt,SRR3949377_64_sv.txt,SRR3949380_55_sv.txt,SRR3949381_56_sv.txt,SRR3949384_59_sv.txt,SRR3949387_66_sv.txt,,SRR3949394_57_sv.txt,SRR3949401_59_sv.txt,SRR3949402_63_sv.txt,SRR3949403_65_sv.txt,,SRR3949410_49_sv.txt,SRR3949414_47_sv.txt,SRR3949422_52_sv.txt,SRR3949424_41_sv.txt,,SRR3953716_49_sv.txt,SRR3953729_49_sv.txt,,SRR3953737_20_sv.txt,,SRR3953744_52_sv.txt,SRR3953746_53_sv.txt,SRR3953748_52_sv.txt,SRR3953751_55_sv.txt,SRR3953754_62_sv.txt,SRR3953757_42_sv.txt,SRR3953759_54_sv.txt,SRR3953761_60_sv.txt,SRR3953765_59_sv.txt,SRR3953768_67_sv.txt,SRR3953774_2_sv.txt,SRR3953783_66_sv.txt,SRR3953785_50_sv.txt,SRR3953792_57_sv.txt,SRR3953798_73_sv.txt,SRR3953805_45_sv.txt,SRR3953809_60_sv.txt,SRR3953811_69_sv.txt,SRR3953813_57_sv.txt,SRR3953814_60_sv.txt,SRR3953820_63_sv.txt,SRR3953826_67_sv.txt,SRR3953827_62_sv.txt,SRR3953829_54_sv.txt,SRR3953836_67_sv.txt,SRR3953840_67_sv.txt,SRR3953841_61_sv.txt,SRR3953843_55_sv.txt,SRR3953844_62_sv.txt,SRR3953847_65_sv.txt,SRR3953849_68_sv.txt,,SRR3987230_50_sv.txt,,SRR3987237_57_sv.txt,,SRR3987242_61_sv.txt,SRR3987244_57_sv.txt,,SRR3987251_31_sv.txt,SRR3987253_48_sv.txt,SRR3987258_62_sv.txt,SRR3987264_62_sv.txt,SRR3987270_61_sv.txt,SRR3987273_61_sv.txt,,SRR3987277_58_sv.txt,SRR3987280_70_sv.txt,,SRR3987316_54_sv.txt,,SRR3987324_41_sv.txt,SRR3987341_67_sv.txt,SRR3987345_20_sv.txt,SRR3987346_59_sv.txt,SRR3987349_61_sv.txt,,SRR3987357_56_sv.txt,SRR3987362_57_sv.txt,SRR3987363_53_sv.txt,SRR3987367_45_sv.txt,,SRR3989816_51_sv.txt,,SRR3989822_61_sv.txt,,SRR3989824_66_sv.txt,SRR3989826_52_sv.txt,,,SRR3989836_51_sv.txt,SRR3989839_38_sv.txt,SRR3989840_58_sv.txt,SRR3989845_62_sv.txt,,SRR3989850_52_sv.txt,SRR3989856_56_sv.txt,SRR3989860_70_sv.txt,,,SRR3989866_55_sv.txt,SRR3989869_55_sv.txt,SRR3989873_55_sv.txt,SRR3989877_45_sv.txt,SRR3989879_67_sv.txt,SRR3989881_51_sv.txt,SRR3989882_60_sv.txt,SRR3989888_58_sv.txt,SRR3989892_42_sv.txt,SRR3989893_62_sv.txt,SRR3989895_37_sv.txt,SRR3989897_22_sv.txt,SRR3989901_56_sv.txt,,SRR3989907_55_sv.txt,SRR4017544_48_sv.txt,SRR5114918_43_sv.txt,SRR5114921_44_sv.txt,SRR5114924_1_sv.txt,SRR5114927_36_sv.txt,SRR5114936_51_sv.txt,SRR5114948_50_sv.txt,SRR5114954_30_sv.txt,SRR5114957_42_sv.txt,SRR5114960_39_sv.txt,,SRR5114966_41_sv.txt,SRR5114969_38_sv.txt,SRR5114975_55_sv.txt,SRR5114978_45_sv.txt,SRR5114981_70_sv.txt,SRR5114984_42_sv.txt,SRR5114987_2_sv.txt,SRR5114990_53_sv.txt,SRR5114993_30_sv.txt,SRR5114996_35_sv.txt,SRR5114999_56_sv.txt,,SRR5115005_51_sv.txt,SRR5115008_49_sv.txt,SRR5115011_45_sv.txt,SRR5115017_44_sv.txt,,SRR5115026_40_sv.txt,,,,SRR5115041_51_sv.txt,,SRR5115047_45_sv.txt,SRR5115050_60_sv.txt,SRR5115053_64_sv.txt,
chr7:72000001-73000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3761025_45_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr7:74000001-75000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989823_58_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr7:75000001-76000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3931816_55_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr7:76000001-77000000,27,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3825076_69_sv.txt,,,,,,,,SRR3825096_4_sv.txt,,,,,,,SRR3825123_3_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928879_63_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,SRR3931816_55_sv.txt,,,,,,,,,,,,SRR3931859_65_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3949371_60_sv.txt,,,,,,,,,,,,SRR3949410_50_sv.txt,SRR3949414_33_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953836_7_sv.txt,,,,,,,,,,,,SRR3987242_62_sv.txt,,,SRR3987251_55_sv.txt,,,,,,,SRR3987277_40_sv.txt,,,,,,,,,,,SRR3987357_57_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989895_67_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr7:85000001-86000000,49,25,25,,,,,,,,,,,,,,SRR3760962_49_sv.txt,SRR3760965_54_sv.txt,,,,,SRR3760985_62_sv.txt,,,SRR3760996_62_sv.txt,,SRR3761001_60_sv.txt,,,,SRR3761013_53_sv.txt,,SRR3761020_63_sv.txt,,,,,,,,,,SRR3825058_43_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928841_55_sv.txt,,,,,,,,,,,,,,,,,,,,,,SRR3928897_52_sv.txt,,,,,,,,,,SRR3931781_63_sv.txt,,,,,,,,SRR3931817_58_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3945352_57_sv.txt,,,,,,,,,,,,,,,,,,,SRR3949347_49_sv.txt,,,,,,,,,,,,SRR3949402_62_sv.txt,,,,,,,,,,,,SRR3953739_44_sv.txt,,,,,,,,,,,,,,SRR3953792_58_sv.txt,SRR3953798_58_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3987273_62_sv.txt,,,,,SRR3987316_55_sv.txt,,SRR3987324_52_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989901_52_sv.txt,,SRR3989907_56_sv.txt,,,,,,,,,,,,,,,,,,,,,SRR5114996_36_sv.txt,,,,,,,,,,,,,,SRR5115047_46_sv.txt,,,
chr7:86000001-87000000,7,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3761013_53_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3931817_58_sv.txt,,,,,,,,,,,,,,,,,,,,,,,SRR3945312_58_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3949410_51_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr7:91000001-92000000,97,48,48,SRR3760937_41_sv.txt,,,,,,,,,,,SRR3760957_60_sv.txt,,,,,SRR3760973_50_sv.txt,,,,,,,,,,,,,SRR3761015_71_sv.txt,,,SRR3761025_52_sv.txt,,,,SRR3761035_52_sv.txt,,,,,,SRR3825064_66_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928873_55_sv.txt,SRR3928875_51_sv.txt,,,,,,,,,,,,SRR3931736_59_sv.txt,,SRR3931752_16_sv.txt,,,,,,,SRR3931787_63_sv.txt,,SRR3931792_44_sv.txt,,,,SRR3931817_18_sv.txt,,,,,,,SRR3931846_61_sv.txt,,,,SRR3931859_66_sv.txt,,,,,,,,SRR3945299_61_sv.txt,,SRR3945303_68_sv.txt,,,,,,,,,SRR3945332_55_sv.txt,,,,,,,,,,,SRR3945484_60_sv.txt,,SRR3945488_52_sv.txt,SRR3945489_60_sv.txt,,,,,,,,SRR3949343_45_sv.txt,,,,SRR3949367_65_sv.txt,,,,,,,,,,SRR3949402_64_sv.txt,,,,,,,SRR3949431_52_sv.txt,,,,,,,SRR3953746_54_sv.txt,,,,,,,,,,,SRR3953785_64_sv.txt,,,SRR3953805_57_sv.txt,,,,,SRR3953820_64_sv.txt,,,,SRR3953836_68_sv.txt,,,SRR3953843_56_sv.txt,SRR3953844_17_sv.txt,,,SRR3987226_57_sv.txt,,,,,SRR3987242_1_sv.txt,,,,,,,,,,SRR3987277_15_sv.txt,SRR3987280_71_sv.txt,,,SRR3987322_40_sv.txt,,SRR3987341_68_sv.txt,,,,,,,SRR3987363_44_sv.txt,,,,,,,,SRR3989826_37_sv.txt,,,,,SRR3989840_59_sv.txt,,,,,SRR3989860_1_sv.txt,,,,,,,SRR3989879_68_sv.txt,,,,,SRR3989893_50_sv.txt,,,,,SRR3989907_57_sv.txt,,,,,,,,,,,,,,,,,,,,,,SRR5114999_57_sv.txt,,,,,,,,,,,,SRR5115044_49_sv.txt,,,,
chr7:93000001-94000000,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989819_35_sv.txt,,,,,,,,,,,,,,,SRR3989862_6_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
